bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date
April 2005 Second Open Bidding Exercise,2005-04-15 00:00:00,2005,cat_e,18000.0,1160.0,1694.0,1147.0,2,4,15,2005-04-15 00:00:00
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_a,17398.0,2193.0,2594.0,2185.0,2,5,1,2005-05-01 00:00:00
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_b,16508.0,1100.0,1339.0,1087.0,2,5,1,2005-05-01 00:00:00
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_c,5800.0,595.0,686.0,594.0,2,5,1,2005-05-01 00:00:00
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_d,702.0,511.0,736.0,408.0,2,5,1,2005-05-01 00:00:00
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_e,17699.0,1138.0,1719.0,1125.0,2,5,1,2005-05-01 00:00:00
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_a,16897.0,2254.0,2548.0,2251.0,2,5,15,2005-05-15 00:00:00
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_b,16108.0,1100.0,1322.0,1087.0,2,5,15,2005-05-15 00:00:00
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_c,5900.0,588.0,719.0,583.0,2,5,15,2005-05-15 00:00:00
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_d,782.0,506.0,700.0,506.0,2,5,15,2005-05-15 00:00:00
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_e,17399.0,1150.0,1695.0,1135.0,2,5,15,2005-05-15 00:00:00
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_a,17481.0,2201.0,2873.0,2174.0,2,6,1,2005-06-01 00:00:00
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_b,16002.0,1113.0,1346.0,1099.0,2,6,1,2005-06-01 00:00:00
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_c,6450.0,589.0,712.0,587.0,2,6,1,2005-06-01 00:00:00
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_d,699.0,609.0,775.0,607.0,2,6,1,2005-06-01 00:00:00
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_e,18200.0,1151.0,1654.0,1134.0,2,6,1,2005-06-01 00:00:00
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_a,17289.0,2196.0,2636.0,2186.0,2,6,15,2005-06-15 00:00:00
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_b,15001.0,1113.0,1299.0,1099.0,2,6,15,2005-06-15 00:00:00
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_c,6101.0,593.0,680.0,585.0,2,6,15,2005-06-15 00:00:00
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_d,701.0,506.0,765.0,496.0,2,6,15,2005-06-15 00:00:00
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_e,17999.0,1152.0,1538.0,1108.0,2,6,15,2005-06-15 00:00:00
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_a,16112.0,2220.0,2445.0,2218.0,3,7,1,2005-07-01 00:00:00
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_b,15501.0,1114.0,1374.0,1102.0,3,7,1,2005-07-01 00:00:00
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_c,6524.0,590.0,691.0,590.0,3,7,1,2005-07-01 00:00:00
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_d,752.0,508.0,602.0,475.0,3,7,1,2005-07-01 00:00:00
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_e,17199.0,1155.0,1534.0,1139.0,3,7,1,2005-07-01 00:00:00
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_a,16500.0,2203.0,2758.0,2197.0,3,7,15,2005-07-15 00:00:00
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_b,16501.0,1114.0,1414.0,1113.0,3,7,15,2005-07-15 00:00:00
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_c,6501.0,596.0,715.0,585.0,3,7,15,2005-07-15 00:00:00
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_d,652.0,516.0,666.0,432.0,3,7,15,2005-07-15 00:00:00
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_e,17199.0,1181.0,1561.0,1119.0,3,7,15,2005-07-15 00:00:00
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_a,16502.0,2195.0,2843.0,2194.0,3,8,1,2005-08-01 00:00:00
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_b,15889.0,1112.0,1318.0,1103.0,3,8,1,2005-08-01 00:00:00
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_c,6500.0,588.0,723.0,588.0,3,8,1,2005-08-01 00:00:00
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_d,673.0,539.0,765.0,486.0,3,8,1,2005-08-01 00:00:00
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_e,16999.0,1154.0,1653.0,1137.0,3,8,1,2005-08-01 00:00:00
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_a,16101.0,2199.0,2421.0,2190.0,3,8,15,2005-08-15 00:00:00
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_b,16303.0,1101.0,1412.0,1093.0,3,8,15,2005-08-15 00:00:00
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_c,6420.0,598.0,698.0,598.0,3,8,15,2005-08-15 00:00:00
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_d,652.0,590.0,731.0,541.0,3,8,15,2005-08-15 00:00:00
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_e,16296.0,1199.0,1575.0,1197.0,3,8,15,2005-08-15 00:00:00
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_a,16461.0,2194.0,2854.0,2194.0,3,9,1,2005-09-01 00:00:00
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_b,16889.0,1109.0,1484.0,1086.0,3,9,1,2005-09-01 00:00:00
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_c,7101.0,588.0,719.0,560.0,3,9,1,2005-09-01 00:00:00
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_d,656.0,559.0,715.0,552.0,3,9,1,2005-09-01 00:00:00
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_e,16699.0,1155.0,1558.0,1133.0,3,9,1,2005-09-01 00:00:00
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_a,15309.0,2202.0,2428.0,2179.0,3,9,15,2005-09-15 00:00:00
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_b,14808.0,1108.0,1270.0,1106.0,3,9,15,2005-09-15 00:00:00
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_c,7264.0,587.0,679.0,587.0,3,9,15,2005-09-15 00:00:00
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_d,590.0,555.0,778.0,553.0,3,9,15,2005-09-15 00:00:00
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_e,15699.0,1139.0,1433.0,1092.0,3,9,15,2005-09-15 00:00:00
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_a,11991.0,2785.0,3188.0,2784.0,4,10,1,2005-10-01 00:00:00
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_b,11002.0,1288.0,1485.0,1288.0,4,10,1,2005-10-01 00:00:00
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_c,7334.0,616.0,741.0,616.0,4,10,1,2005-10-01 00:00:00
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_d,551.0,513.0,627.0,513.0,4,10,1,2005-10-01 00:00:00
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_e,12000.0,1417.0,1706.0,1352.0,4,10,1,2005-10-01 00:00:00
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_a,14501.0,2808.0,5927.0,2759.0,4,10,15,2005-10-15 00:00:00
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_b,14101.0,1267.0,2046.0,1250.0,4,10,15,2005-10-15 00:00:00
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_c,7911.0,587.0,730.0,587.0,4,10,15,2005-10-15 00:00:00
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_d,571.0,508.0,640.0,507.0,4,10,15,2005-10-15 00:00:00
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_e,14503.0,1441.0,2115.0,1427.0,4,10,15,2005-10-15 00:00:00
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_a,14700.0,2786.0,5624.0,2779.0,4,11,1,2005-11-01 00:00:00
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_b,14751.0,1265.0,2086.0,1263.0,4,11,1,2005-11-01 00:00:00
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_c,8889.0,588.0,872.0,582.0,4,11,1,2005-11-01 00:00:00
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_d,602.0,506.0,585.0,478.0,4,11,1,2005-11-01 00:00:00
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_e,14801.0,1460.0,1905.0,1441.0,4,11,1,2005-11-01 00:00:00
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_a,14001.0,2834.0,4781.0,2761.0,4,11,15,2005-11-15 00:00:00
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_b,14897.0,1282.0,1692.0,1276.0,4,11,15,2005-11-15 00:00:00
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_c,8711.0,587.0,717.0,587.0,4,11,15,2005-11-15 00:00:00
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_d,579.0,507.0,653.0,503.0,4,11,15,2005-11-15 00:00:00
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_e,14505.0,1408.0,2002.0,1408.0,4,11,15,2005-11-15 00:00:00
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_a,13700.0,2792.0,4171.0,2790.0,4,12,1,2005-12-01 00:00:00
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_b,13301.0,1267.0,1499.0,1255.0,4,12,1,2005-12-01 00:00:00
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_c,8501.0,594.0,694.0,575.0,4,12,1,2005-12-01 00:00:00
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_d,554.0,534.0,671.0,527.0,4,12,1,2005-12-01 00:00:00
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_e,14200.0,1414.0,2112.0,1406.0,4,12,1,2005-12-01 00:00:00
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_a,12081.0,2858.0,3309.0,2858.0,4,12,15,2005-12-15 00:00:00
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_b,9001.0,1271.0,1386.0,1261.0,4,12,15,2005-12-15 00:00:00
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_c,5010.0,587.0,672.0,579.0,4,12,15,2005-12-15 00:00:00
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_d,552.0,510.0,569.0,485.0,4,12,15,2005-12-15 00:00:00
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_e,13302.0,1394.0,1927.0,1386.0,4,12,15,2005-12-15 00:00:00
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_a,23801.0,1919.0,2549.0,1913.0,1,1,1,2004-01-01 00:00:00
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_b,24293.0,1158.0,1516.0,1158.0,1,1,1,2004-01-01 00:00:00
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_c,6119.0,688.0,808.0,688.0,1,1,1,2004-01-01 00:00:00
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_d,251.0,562.0,892.0,562.0,1,1,1,2004-01-01 00:00:00
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_e,24019.0,1162.0,1655.0,1145.0,1,1,1,2004-01-01 00:00:00
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_a,24001.0,1912.0,2616.0,1898.0,1,1,15,2004-01-15 00:00:00
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_b,22002.0,1160.0,1468.0,1154.0,1,1,15,2004-01-15 00:00:00
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_c,5502.0,717.0,956.0,716.0,1,1,15,2004-01-15 00:00:00
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_d,210.0,700.0,1116.0,695.0,1,1,15,2004-01-15 00:00:00
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_e,22801.0,1152.0,1724.0,1150.0,1,1,15,2004-01-15 00:00:00
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_a,24489.0,1917.0,2701.0,1905.0,1,2,1,2004-02-01 00:00:00
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_b,23508.0,1156.0,1474.0,1149.0,1,2,1,2004-02-01 00:00:00
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_c,5497.0,688.0,804.0,688.0,1,2,1,2004-02-01 00:00:00
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_d,189.0,557.0,816.0,554.0,1,2,1,2004-02-01 00:00:00
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_e,24016.0,1170.0,1678.0,1164.0,1,2,1,2004-02-01 00:00:00
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_a,24389.0,1925.0,2534.0,1917.0,1,2,15,2004-02-15 00:00:00
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_b,22001.0,1162.0,1404.0,1158.0,1,2,15,2004-02-15 00:00:00
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_c,5700.0,689.0,802.0,678.0,1,2,15,2004-02-15 00:00:00
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_d,169.0,561.0,694.0,530.0,1,2,15,2004-02-15 00:00:00
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_e,23801.0,1154.0,1402.0,1150.0,1,2,15,2004-02-15 00:00:00
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_a,24597.0,1923.0,2539.0,1920.0,1,3,1,2004-03-01 00:00:00
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_b,25699.0,1163.0,1516.0,1147.0,1,3,1,2004-03-01 00:00:00
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_c,7226.0,688.0,980.0,681.0,1,3,1,2004-03-01 00:00:00
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_d,203.0,560.0,740.0,523.0,1,3,1,2004-03-01 00:00:00
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_e,25492.0,1159.0,1615.0,1148.0,1,3,1,2004-03-01 00:00:00
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_a,24940.0,1919.0,2613.0,1905.0,1,3,15,2004-03-15 00:00:00
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_b,25058.0,1160.0,1445.0,1153.0,1,3,15,2004-03-15 00:00:00
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_c,8658.0,699.0,1071.0,694.0,1,3,15,2004-03-15 00:00:00
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_d,456.0,587.0,1070.0,583.0,1,3,15,2004-03-15 00:00:00
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_e,26401.0,1156.0,1481.0,1135.0,1,3,15,2004-03-15 00:00:00
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_a,26689.0,1937.0,3386.0,1928.0,2,4,1,2004-04-01 00:00:00
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_b,28001.0,949.0,1350.0,948.0,2,4,1,2004-04-01 00:00:00
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_c,12809.0,638.0,1042.0,616.0,2,4,1,2004-04-01 00:00:00
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_d,851.0,537.0,1181.0,530.0,2,4,1,2004-04-01 00:00:00
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_e,28339.0,1039.0,1500.0,1030.0,2,4,1,2004-04-01 00:00:00
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_a,27564.0,1947.0,3042.0,1947.0,2,4,15,2004-04-15 00:00:00
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_b,28022.0,939.0,1347.0,939.0,2,4,15,2004-04-15 00:00:00
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_c,15202.0,635.0,907.0,634.0,2,4,15,2004-04-15 00:00:00
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_d,853.0,503.0,840.0,488.0,2,4,15,2004-04-15 00:00:00
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_e,28108.0,1048.0,1439.0,1043.0,2,4,15,2004-04-15 00:00:00
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_a,27507.0,1943.0,2565.0,1943.0,2,5,1,2004-05-01 00:00:00
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_b,26700.0,934.0,1192.0,930.0,2,5,1,2004-05-01 00:00:00
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_c,13089.0,653.0,853.0,639.0,2,5,1,2004-05-01 00:00:00
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_d,803.0,507.0,912.0,503.0,2,5,1,2004-05-01 00:00:00
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_e,28000.0,1037.0,1372.0,1033.0,2,5,1,2004-05-01 00:00:00
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_a,27501.0,1933.0,2236.0,1922.0,2,5,15,2004-05-15 00:00:00
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_b,27990.0,932.0,1175.0,932.0,2,5,15,2004-05-15 00:00:00
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_c,11101.0,631.0,839.0,624.0,2,5,15,2004-05-15 00:00:00
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_d,801.0,514.0,1301.0,263.0,2,5,15,2004-05-15 00:00:00
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_e,28101.0,1032.0,1489.0,1029.0,2,5,15,2004-05-15 00:00:00
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_a,28798.0,1934.0,2722.0,1927.0,2,6,1,2004-06-01 00:00:00
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_b,30300.0,937.0,1374.0,930.0,2,6,1,2004-06-01 00:00:00
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_c,9003.0,645.0,879.0,640.0,2,6,1,2004-06-01 00:00:00
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_d,1001.0,504.0,829.0,295.0,2,6,1,2004-06-01 00:00:00
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_e,30301.0,1032.0,1473.0,1019.0,2,6,1,2004-06-01 00:00:00
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_a,28331.0,1944.0,2302.0,1944.0,2,6,15,2004-06-15 00:00:00
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_b,30400.0,932.0,1217.0,932.0,2,6,15,2004-06-15 00:00:00
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_c,8989.0,637.0,801.0,635.0,2,6,15,2004-06-15 00:00:00
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_d,722.0,750.0,1199.0,746.0,2,6,15,2004-06-15 00:00:00
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_e,29999.0,1030.0,1585.0,946.0,2,6,15,2004-06-15 00:00:00
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_a,27769.0,1941.0,2193.0,1941.0,3,7,1,2004-07-01 00:00:00
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_b,28990.0,940.0,1154.0,933.0,3,7,1,2004-07-01 00:00:00
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_c,8626.0,636.0,804.0,617.0,3,7,1,2004-07-01 00:00:00
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_d,658.0,709.0,1006.0,700.0,3,7,1,2004-07-01 00:00:00
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_e,28499.0,1041.0,1411.0,1031.0,3,7,1,2004-07-01 00:00:00
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_a,27019.0,1933.0,2104.0,1928.0,3,7,15,2004-07-15 00:00:00
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_b,27001.0,932.0,1107.0,915.0,3,7,15,2004-07-15 00:00:00
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_c,8503.0,632.0,837.0,631.0,3,7,15,2004-07-15 00:00:00
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_d,551.0,503.0,913.0,490.0,3,7,15,2004-07-15 00:00:00
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_e,27792.0,1111.0,1436.0,1104.0,3,7,15,2004-07-15 00:00:00
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_a,26298.0,1934.0,2145.0,1932.0,3,8,1,2004-08-01 00:00:00
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_b,27086.0,940.0,1095.0,938.0,3,8,1,2004-08-01 00:00:00
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_c,8192.0,650.0,823.0,650.0,3,8,1,2004-08-01 00:00:00
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_d,652.0,509.0,899.0,499.0,3,8,1,2004-08-01 00:00:00
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_e,27295.0,1038.0,1365.0,1035.0,3,8,1,2004-08-01 00:00:00
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_a,25797.0,1938.0,2237.0,1932.0,3,8,15,2004-08-15 00:00:00
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_b,26301.0,949.0,1065.0,947.0,3,8,15,2004-08-15 00:00:00
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_c,7300.0,631.0,772.0,629.0,3,8,15,2004-08-15 00:00:00
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_d,564.0,512.0,787.0,511.0,3,8,15,2004-08-15 00:00:00
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_e,26401.0,1034.0,1378.0,1032.0,3,8,15,2004-08-15 00:00:00
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_a,26801.0,1936.0,2628.0,1927.0,3,9,1,2004-09-01 00:00:00
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_b,27799.0,934.0,1214.0,926.0,3,9,1,2004-09-01 00:00:00
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_c,7500.0,631.0,743.0,626.0,3,9,1,2004-09-01 00:00:00
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_d,701.0,509.0,874.0,501.0,3,9,1,2004-09-01 00:00:00
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_e,27500.0,1031.0,1580.0,1027.0,3,9,1,2004-09-01 00:00:00
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_a,24189.0,1939.0,2126.0,1937.0,3,9,15,2004-09-15 00:00:00
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_b,26101.0,934.0,1129.0,934.0,3,9,15,2004-09-15 00:00:00
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_c,6797.0,632.0,710.0,626.0,3,9,15,2004-09-15 00:00:00
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_d,699.0,500.0,649.0,496.0,3,9,15,2004-09-15 00:00:00
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_e,26199.0,1029.0,1300.0,984.0,3,9,15,2004-09-15 00:00:00
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_a,23001.0,2523.0,3106.0,2522.0,4,10,1,2004-10-01 00:00:00
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_b,23001.0,1145.0,1505.0,1145.0,4,10,1,2004-10-01 00:00:00
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_c,6300.0,678.0,795.0,677.0,4,10,1,2004-10-01 00:00:00
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_d,652.0,507.0,774.0,499.0,4,10,1,2004-10-01 00:00:00
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_e,22000.0,1340.0,2199.0,1317.0,4,10,1,2004-10-01 00:00:00
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_a,23784.0,2515.0,3805.0,2514.0,4,10,15,2004-10-15 00:00:00
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_b,23005.0,1137.0,1434.0,1137.0,4,10,15,2004-10-15 00:00:00
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_c,5989.0,678.0,761.0,672.0,4,10,15,2004-10-15 00:00:00
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_d,602.0,503.0,751.0,489.0,4,10,15,2004-10-15 00:00:00
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_e,23369.0,1381.0,1858.0,1381.0,4,10,15,2004-10-15 00:00:00
November 2004 First Open Bidding Exercise,2004-11-01 00:00:00,2004,cat_a,22496.0,2514.0,3115.0,2507.0,4,11,1,2004-11-01 00:00:00
November 2004 First Open Bidding Exercise,2004-11-01 00:00:00,2004,cat_b,21301.0,1137.0,1323.0,1131.0,4,11,1,2004-11-01 00:00:00
