bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag,year_lag,total_motor_veh_dereg,cat_a_dereg,gdp,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,air_departures,birth_rate
November 2011 Second Open Bidding Exercise,2011-11-23 00:00:00,2011,cat_a,54887.0,559.0,756.0,541.0,4,11,15,2011-11-15 00:00:00,955183.0,336120.0,12.0,2011.0,2325.0,480.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2811.58,1942754.0,9.5
November 2011 First Open Bidding Exercise,2011-11-10 00:00:00,2011,cat_a,55997.0,548.0,766.0,547.0,4,11,1,2011-11-01 00:00:00,955183.0,336120.0,12.0,2011.0,2325.0,480.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2789.35,1942754.0,9.5
October 2011 Second Open Bidding Exercise,2011-10-19 00:00:00,2011,cat_a,56112.0,565.0,873.0,554.0,4,10,15,2011-10-15 00:00:00,953819.0,335731.0,11.0,2011.0,1964.0,445.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1887140.0,9.5
October 2011 First Open Bidding Exercise,2011-10-05 00:00:00,2011,cat_a,50289.0,549.0,793.0,549.0,4,10,1,2011-10-01 00:00:00,953819.0,335731.0,11.0,2011.0,1964.0,445.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1887140.0,9.5
September 2011 Second Open Bidding Exercise,2011-09-21 00:00:00,2011,cat_a,48006.0,548.0,951.0,531.0,3,9,15,2011-09-15 00:00:00,952009.0,335420.0,10.0,2011.0,2071.0,363.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2765.95,1849324.0,9.5
September 2011 First Open Bidding Exercise,2011-09-07 00:00:00,2011,cat_a,51000.0,548.0,794.0,547.0,3,9,1,2011-09-01 00:00:00,952009.0,335420.0,10.0,2011.0,2071.0,363.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2867.18,1849324.0,9.5
August 2011 Second Open Bidding Exercise,2011-08-17 00:00:00,2011,cat_a,49301.0,557.0,927.0,557.0,3,8,15,2011-08-15 00:00:00,950198.0,334815.0,9.0,2011.0,5503.0,3780.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2874.4,1882601.0,9.5
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_a,48801.0,566.0,1034.0,566.0,3,8,1,2011-08-01 00:00:00,950198.0,334815.0,9.0,2011.0,5503.0,3780.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3215.27,1882601.0,9.5
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_a,56002.0,510.0,776.0,501.0,3,7,15,2011-07-15 00:00:00,952221.0,337670.0,8.0,2011.0,3310.0,1386.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3084.24,2004277.0,9.5
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_a,55989.0,514.0,839.0,497.0,3,7,1,2011-07-01 00:00:00,952221.0,337670.0,8.0,2011.0,3310.0,1386.0,7.7,4.0,2012.0,1.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3139.01,2004277.0,9.5
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_a,50244.0,512.0,715.0,512.0,2,6,15,2011-06-15 00:00:00,951307.0,338067.0,7.0,2011.0,3274.0,1261.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3054.82,1927832.0,9.5
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_a,53390.0,510.0,880.0,506.0,2,6,1,2011-06-01 00:00:00,951307.0,338067.0,7.0,2011.0,3274.0,1261.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3172.87,1927832.0,9.5
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_a,46989.0,523.0,760.0,521.0,2,5,15,2011-05-15 00:00:00,949805.0,338273.0,6.0,2011.0,3666.0,1427.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1868316.0,9.5
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_a,44790.0,511.0,944.0,511.0,2,5,1,2011-05-01 00:00:00,949805.0,338273.0,6.0,2011.0,3666.0,1427.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1868316.0,9.5
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_a,44000.0,565.0,964.0,552.0,2,4,15,2011-04-15 00:00:00,949394.0,338925.0,5.0,2011.0,2920.0,966.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3153.3,1812308.0,9.5
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_a,43212.0,512.0,813.0,511.0,2,4,1,2011-04-01 00:00:00,949394.0,338925.0,5.0,2011.0,2920.0,966.0,6.3,3.0,2011.0,4.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3120.47,1812308.0,9.5
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_a,43813.0,527.0,927.0,472.0,1,3,15,2011-03-15 00:00:00,947962.0,338994.0,4.0,2011.0,4117.0,1047.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2946.08,1809121.0,9.5
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_a,42600.0,532.0,875.0,530.0,1,3,1,2011-03-01 00:00:00,947962.0,338994.0,4.0,2011.0,4117.0,1047.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3067.6,1809121.0,9.5
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_a,42999.0,511.0,788.0,494.0,1,2,15,2011-02-15 00:00:00,947770.0,339022.0,3.0,2011.0,2576.0,561.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3080.66,1641378.0,9.5
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_a,37124.0,523.0,1146.0,501.0,1,2,1,2011-02-01 00:00:00,947770.0,339022.0,3.0,2011.0,2576.0,561.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3184.74,1641378.0,9.5
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_a,40123.0,607.0,1091.0,606.0,1,1,15,2011-01-15 00:00:00,947498.0,338980.0,2.0,2011.0,2923.0,707.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1833300.0,9.5
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_a,38889.0,614.0,1192.0,602.0,1,1,1,2011-01-01 00:00:00,947498.0,338980.0,2.0,2011.0,2923.0,707.0,11.1,2.0,2011.0,3.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,,1833300.0,9.5
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_a,46129.0,617.0,755.0,607.0,4,12,15,2010-12-15 00:00:00,945829.0,338545.0,1.0,2011.0,2858.0,828.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3147.2,1960366.0,9.3
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_a,47604.0,598.0,1020.0,582.0,4,12,1,2010-12-01 00:00:00,945829.0,338545.0,1.0,2011.0,2858.0,828.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3181.94,1960366.0,9.3
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_a,39000.0,597.0,833.0,577.0,4,11,15,2010-11-15 00:00:00,944117.0,338509.0,12.0,2010.0,2929.0,829.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3236.8,1804273.0,9.3
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_a,34001.0,598.0,843.0,598.0,4,11,1,2010-11-01 00:00:00,944117.0,338509.0,12.0,2010.0,2929.0,829.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3192.18,1804273.0,9.3
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_a,32415.0,647.0,817.0,647.0,4,10,15,2010-10-15 00:00:00,942861.0,338294.0,11.0,2010.0,2992.0,873.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3204.27,1746190.0,9.3
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_a,33132.0,601.0,722.0,601.0,4,10,1,2010-10-01 00:00:00,942861.0,338294.0,11.0,2010.0,2992.0,873.0,12.4,1.0,2011.0,2.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3130.9,1746190.0,9.3
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_a,30001.0,597.0,993.0,547.0,3,9,15,2010-09-15 00:00:00,941642.0,338144.0,10.0,2010.0,2913.0,834.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3071.03,1650285.0,9.3
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_a,33089.0,631.0,775.0,628.0,3,9,1,2010-09-01 00:00:00,941642.0,338144.0,10.0,2010.0,2913.0,834.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2982.83,1650285.0,9.3
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_a,29000.0,606.0,975.0,606.0,3,8,15,2010-08-15 00:00:00,940120.0,337899.0,9.0,2010.0,3217.0,916.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1685022.0,9.3
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_a,32104.0,622.0,786.0,589.0,3,8,1,2010-08-01 00:00:00,940120.0,337899.0,9.0,2010.0,3217.0,916.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1685022.0,9.3
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_a,36162.0,699.0,967.0,691.0,3,7,15,2010-07-15 00:00:00,938922.0,337608.0,8.0,2010.0,3806.0,1068.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2943.55,1767444.0,9.3
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_a,29501.0,700.0,893.0,676.0,3,7,1,2010-07-01 00:00:00,938922.0,337608.0,8.0,2010.0,3806.0,1068.0,12.6,4.0,2011.0,1.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2820.35,1767444.0,9.3
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_a,31510.0,699.0,902.0,697.0,2,6,15,2010-06-15 00:00:00,937860.0,337298.0,7.0,2010.0,3596.0,1131.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2818.21,1736874.0,9.3
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_a,30051.0,706.0,1107.0,704.0,2,6,1,2010-06-01 00:00:00,937860.0,337298.0,7.0,2010.0,3596.0,1131.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2715.44,1736874.0,9.3
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_a,27389.0,699.0,1036.0,697.0,2,5,15,2010-05-15 00:00:00,936311.0,336990.0,6.0,2010.0,3175.0,1006.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1688575.0,9.3
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_a,26102.0,806.0,1294.0,798.0,2,5,1,2010-05-01 00:00:00,936311.0,336990.0,6.0,2010.0,3175.0,1006.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1688575.0,9.3
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_a,30000.0,706.0,1242.0,704.0,2,4,15,2010-04-15 00:00:00,935024.0,336636.0,5.0,2010.0,3195.0,908.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3016.94,1584955.0,9.3
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_a,34001.0,705.0,1379.0,597.0,2,4,1,2010-04-01 00:00:00,935024.0,336636.0,5.0,2010.0,3195.0,908.0,18.8,3.0,2010.0,4.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2943.02,1584955.0,9.3
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_a,28389.0,1146.0,2183.0,1137.0,1,3,15,2010-03-15 00:00:00,933225.0,336045.0,4.0,2010.0,4357.0,1595.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2874.33,1691178.0,9.3
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_a,20802.0,1148.0,1758.0,1141.0,1,3,1,2010-03-01 00:00:00,933225.0,336045.0,4.0,2010.0,4357.0,1595.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2774.06,1691178.0,9.3
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_a,20340.0,1148.0,1493.0,1148.0,1,2,15,2010-02-15 00:00:00,931190.0,335291.0,3.0,2010.0,3400.0,1337.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1523687.0,9.3
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_a,19989.0,1154.0,1326.0,1153.0,1,2,1,2010-02-01 00:00:00,931190.0,335291.0,3.0,2010.0,3400.0,1337.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2736.17,1523687.0,9.3
January 2010 Second Open Bidding Exercise,2010-01-20 00:00:00,2010,cat_a,20501.0,1151.0,1673.0,1149.0,1,1,15,2010-01-15 00:00:00,929277.0,334755.0,2.0,2010.0,4269.0,1743.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2908.42,1598416.0,9.3
January 2010 First Open Bidding Exercise,2010-01-06 00:00:00,2010,cat_a,18502.0,1152.0,1342.0,1145.0,1,1,1,2010-01-01 00:00:00,929277.0,334755.0,2.0,2010.0,4269.0,1743.0,20.2,2.0,2010.0,3.0,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,,1598416.0,9.3
December 2009 Second Open Bidding Exercise,2009-12-23 00:00:00,2009,cat_a,18150.0,1150.0,1465.0,1145.0,4,12,15,2009-12-15 00:00:00,925518.0,332991.0,1.0,2010.0,3969.0,1480.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2798.7,1845636.0,9.9
December 2009 First Open Bidding Exercise,2009-12-09 00:00:00,2009,cat_a,18502.0,1151.0,1658.0,1146.0,4,12,1,2009-12-01 00:00:00,925518.0,332991.0,1.0,2010.0,3969.0,1480.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2770.95,1845636.0,9.9
November 2009 Second Open Bidding Exercise,2009-11-18 00:00:00,2009,cat_a,17189.0,1146.0,1261.0,1142.0,4,11,15,2009-11-15 00:00:00,922985.0,332318.0,12.0,2009.0,3612.0,1348.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1678740.0,9.9
November 2009 First Open Bidding Exercise,2009-11-04 00:00:00,2009,cat_a,16747.0,1226.0,1395.0,1222.0,4,11,1,2009-11-01 00:00:00,922985.0,332318.0,12.0,2009.0,3612.0,1348.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1678740.0,9.9
October 2009 Second Open Bidding Exercise,2009-10-21 00:00:00,2009,cat_a,18899.0,1149.0,1544.0,1149.0,4,10,15,2009-10-15 00:00:00,920569.0,331249.0,11.0,2009.0,3832.0,1494.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2712.15,1619786.0,9.9
October 2009 First Open Bidding Exercise,2009-10-07 00:00:00,2009,cat_a,16201.0,1151.0,1392.0,1072.0,4,10,1,2009-10-01 00:00:00,920569.0,331249.0,11.0,2009.0,3832.0,1494.0,14.9,1.0,2010.0,2.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2657.44,1619786.0,9.9
September 2009 Second Open Bidding Exercise,2009-09-24 00:00:00,2009,cat_a,15589.0,1403.0,1527.0,1400.0,3,9,15,2009-09-15 00:00:00,917714.0,329988.0,10.0,2009.0,3900.0,1492.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2638.4,1485967.0,9.9
September 2009 First Open Bidding Exercise,2009-09-09 00:00:00,2009,cat_a,18020.0,1395.0,1844.0,1391.0,3,9,1,2009-09-01 00:00:00,917714.0,329988.0,10.0,2009.0,3900.0,1492.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2596.39,1485967.0,9.9
August 2009 Second Open Bidding Exercise,2009-08-19 00:00:00,2009,cat_a,15019.0,1395.0,1567.0,1387.0,3,8,15,2009-08-15 00:00:00,915093.0,328787.0,9.0,2009.0,4197.0,1624.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1534162.0,9.9
August 2009 First Open Bidding Exercise,2009-08-05 00:00:00,2009,cat_a,13658.0,1395.0,1558.0,1395.0,3,8,1,2009-08-01 00:00:00,915093.0,328787.0,9.0,2009.0,4197.0,1624.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1534162.0,9.9
July 2009 Second Open Bidding Exercise,2009-07-22 00:00:00,2009,cat_a,15291.0,1408.0,1603.0,1408.0,3,7,15,2009-07-15 00:00:00,912637.0,327610.0,8.0,2009.0,4837.0,2012.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2389.42,1522370.0,9.9
July 2009 First Open Bidding Exercise,2009-07-08 00:00:00,2009,cat_a,14310.0,1405.0,1655.0,1405.0,3,7,1,2009-07-01 00:00:00,912637.0,327610.0,8.0,2009.0,4837.0,2012.0,3.7,4.0,2010.0,1.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2352.55,1522370.0,9.9
June 2009 Second Open Bidding Exercise,2009-06-17 00:00:00,2009,cat_a,12899.0,1415.0,1735.0,1402.0,2,6,15,2009-06-15 00:00:00,910546.0,326787.0,7.0,2009.0,5131.0,2252.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2316.56,1473188.0,9.9
June 2009 First Open Bidding Exercise,2009-06-03 00:00:00,2009,cat_a,11690.0,1401.0,1967.0,1391.0,2,6,1,2009-06-01 00:00:00,910546.0,326787.0,7.0,2009.0,5131.0,2252.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2380.07,1473188.0,9.9
May 2009 Second Open Bidding Exercise,2009-05-20 00:00:00,2009,cat_a,9889.0,1402.0,1999.0,1383.0,2,5,15,2009-05-15 00:00:00,907566.0,325471.0,6.0,2009.0,5012.0,2268.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2139.78,1368755.0,9.9
May 2009 First Open Bidding Exercise,2009-05-06 00:00:00,2009,cat_a,8489.0,1396.0,2037.0,1391.0,2,5,1,2009-05-01 00:00:00,907566.0,325471.0,6.0,2009.0,5012.0,2268.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1368755.0,9.9
April 2009 Second Open Bidding Exercise,2009-04-22 00:00:00,2009,cat_a,7589.0,1396.0,1906.0,1390.0,2,4,15,2009-04-15 00:00:00,904710.0,324165.0,5.0,2009.0,5200.0,2487.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,1905.99,1414252.0,9.9
April 2009 First Open Bidding Exercise,2009-04-08 00:00:00,2009,cat_a,7090.0,1396.0,2026.0,1396.0,2,4,1,2009-04-01 00:00:00,904710.0,324165.0,5.0,2009.0,5200.0,2487.0,-0.2,3.0,2009.0,4.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,1702.26,1414252.0,9.9
March 2009 Second Open Bidding Exercise,2009-03-18 00:00:00,2009,cat_a,5116.0,1843.0,2202.0,1843.0,1,3,15,2009-03-15 00:00:00,902634.0,323458.0,4.0,2009.0,6977.0,3241.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1420110.0,9.9
March 2009 First Open Bidding Exercise,2009-03-04 00:00:00,2009,cat_a,4890.0,1839.0,2376.0,1839.0,1,3,1,2009-03-01 00:00:00,902634.0,323458.0,4.0,2009.0,6977.0,3241.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1420110.0,9.9
February 2009 Second Open Bidding Exercise,2009-02-18 00:00:00,2009,cat_a,4460.0,1846.0,2722.0,1842.0,1,2,15,2009-02-15 00:00:00,900017.0,322096.0,3.0,2009.0,5791.0,2983.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1228027.0,9.9
February 2009 First Open Bidding Exercise,2009-02-04 00:00:00,2009,cat_a,1020.0,1894.0,2077.0,1894.0,1,2,1,2009-02-01 00:00:00,900017.0,322096.0,3.0,2009.0,5791.0,2983.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1228027.0,9.9
January 2009 Second Open Bidding Exercise,2009-01-21 00:00:00,2009,cat_a,2693.0,1839.0,2109.0,1832.0,1,1,15,2009-01-15 00:00:00,897051.0,321102.0,2.0,2009.0,5644.0,2779.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,1704.06,1471977.0,9.9
January 2009 First Open Bidding Exercise,2009-01-07 00:00:00,2009,cat_a,5001.0,1839.0,2541.0,1784.0,1,1,1,2009-01-01 00:00:00,897051.0,321102.0,2.0,2009.0,5644.0,2779.0,-5.7,2.0,2009.0,3.0,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,,1471977.0,9.9
December 2008 Second Open Bidding Exercise,2008-12-17 00:00:00,2008,cat_a,6200.0,1851.0,2788.0,1851.0,4,12,15,2008-12-15 00:00:00,894682.0,320056.0,1.0,2009.0,6825.0,3303.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1774.76,1677129.0,10.2
December 2008 First Open Bidding Exercise,2008-12-03 00:00:00,2008,cat_a,7721.0,1840.0,3149.0,1840.0,4,12,1,2008-12-01 00:00:00,894682.0,320056.0,1.0,2009.0,6825.0,3303.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1690.23,1677129.0,10.2
November 2008 Second Open Bidding Exercise,2008-11-19 00:00:00,2008,cat_a,2.0,1851.0,1852.0,1840.0,4,11,15,2008-11-15 00:00:00,891445.0,318384.0,12.0,2008.0,6305.0,3172.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1515958.0,10.2
November 2008 First Open Bidding Exercise,2008-11-05 00:00:00,2008,cat_a,10455.0,1848.0,2049.0,1848.0,4,11,1,2008-11-01 00:00:00,891445.0,318384.0,12.0,2008.0,6305.0,3172.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1515958.0,10.2
October 2008 Second Open Bidding Exercise,2008-10-22 00:00:00,2008,cat_a,10989.0,1846.0,2149.0,1835.0,4,10,15,2008-10-15 00:00:00,889128.0,317406.0,11.0,2008.0,6338.0,3085.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2059.39,1525034.0,10.2
October 2008 First Open Bidding Exercise,2008-10-08 00:00:00,2008,cat_a,13801.0,1856.0,2320.0,1848.0,4,10,1,2008-10-01 00:00:00,889128.0,317406.0,11.0,2008.0,6338.0,3085.0,-7.6,1.0,2009.0,2.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1525034.0,10.2
September 2008 Second Open Bidding Exercise,2008-09-17 00:00:00,2008,cat_a,14100.0,2035.0,2765.0,2029.0,3,9,15,2008-09-15 00:00:00,886473.0,316563.0,10.0,2008.0,6797.0,3299.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2486.55,1373939.0,10.2
September 2008 First Open Bidding Exercise,2008-09-03 00:00:00,2008,cat_a,9501.0,2038.0,2172.0,2022.0,3,9,1,2008-09-01 00:00:00,886473.0,316563.0,10.0,2008.0,6797.0,3299.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2713.79,1373939.0,10.2
August 2008 Second Open Bidding Exercise,2008-08-20 00:00:00,2008,cat_a,13289.0,2036.0,2318.0,2036.0,3,8,15,2008-08-15 00:00:00,882124.0,315156.0,9.0,2008.0,5947.0,2825.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2797.5,1522964.0,10.2
August 2008 First Open Bidding Exercise,2008-08-06 00:00:00,2008,cat_a,12501.0,2035.0,2267.0,2032.0,3,8,1,2008-08-01 00:00:00,882124.0,315156.0,9.0,2008.0,5947.0,2825.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2906.07,1522964.0,10.2
