bidding_exercise,date_x,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag_x,year_lag_x,total_motor_veh_dereg,cat_a_dereg,date_y,month_lag_y,year_lag_y,gdp,year_lag,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,day_lag,month_lag,air_departures,birth_rate
October 2012 Second Open Bidding Exercise,2012-10-17 00:00:00,2012,cat_a,71001.0,393.0,509.0,390.0,4,10,15,2012-10-15 00:00:00,968142.0,340724.0,10,2012,2968.0,479.0,2012-09-01,10,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3018.097,15,10,1933488.0,9.5
October 2012 First Open Bidding Exercise,2012-10-03 00:00:00,2012,cat_a,69000.0,401.0,506.0,399.0,4,10,1,2012-10-01 00:00:00,968142.0,340724.0,10,2012,2968.0,479.0,2012-09-01,10,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3066.468,1,10,1933488.0,9.5
September 2012 Second Open Bidding Exercise,2012-09-19 00:00:00,2012,cat_a,63000.0,402.0,486.0,402.0,3,9,15,2012-09-15 00:00:00,967171.0,340228.0,9,2012,3001.0,531.0,2012-08-01,9,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3059.6955555555555,15,9,2079477.0,9.5
September 2012 First Open Bidding Exercise,2012-09-05 00:00:00,2012,cat_a,68000.0,399.0,518.0,391.0,3,9,1,2012-09-01 00:00:00,967171.0,340228.0,9,2012,3001.0,531.0,2012-08-01,9,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3047.7183333333337,1,9,2079477.0,9.5
August 2012 Second Open Bidding Exercise,2012-08-23 00:00:00,2012,cat_a,66889.0,400.0,530.0,391.0,3,8,15,2012-08-15 00:00:00,966531.0,339853.0,8,2012,2966.0,571.0,2012-07-01,8,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2960.532,15,8,2090097.0,9.5
August 2012 First Open Bidding Exercise,2012-08-08 00:00:00,2012,cat_a,73501.0,421.0,724.0,415.0,3,8,1,2012-08-01 00:00:00,966531.0,339853.0,8,2012,2966.0,571.0,2012-07-01,8,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3009.9466666666667,1,8,2090097.0,9.5
July 2012 Second Open Bidding Exercise,2012-07-18 00:00:00,2012,cat_a,68656.0,676.0,911.0,669.0,3,7,15,2012-07-15 00:00:00,965192.0,339483.0,7,2012,2522.0,513.0,2012-06-01,7,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2756.048,15,7,2107380.0,9.5
July 2012 First Open Bidding Exercise,2012-07-04 00:00:00,2012,cat_a,59421.0,641.0,872.0,613.0,3,7,1,2012-07-01 00:00:00,965192.0,339483.0,7,2012,2522.0,513.0,2012-06-01,7,2012,5.4,2012,2,2012,3,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2834.4827272727275,1,7,2107380.0,9.5
June 2012 Second Open Bidding Exercise,2012-06-20 00:00:00,2012,cat_a,59004.0,633.0,920.0,577.0,2,6,15,2012-06-15 00:00:00,963621.0,338822.0,6,2012,2756.0,591.0,2012-05-01,6,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2934.07,15,6,2014832.0,9.5
June 2012 First Open Bidding Exercise,2012-06-06 00:00:00,2012,cat_a,59003.0,668.0,1004.0,647.0,2,6,1,2012-06-01 00:00:00,963621.0,338822.0,6,2012,2756.0,591.0,2012-05-01,6,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2800.1330769230767,1,6,2014832.0,9.5
May 2012 Second Open Bidding Exercise,2012-05-23 00:00:00,2012,cat_a,58001.0,630.0,945.0,617.0,2,5,15,2012-05-15 00:00:00,962430.0,338458.0,5,2012,2963.0,578.0,2012-04-01,5,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2984.1366666666668,15,5,2043602.0,9.5
May 2012 First Open Bidding Exercise,2012-05-09 00:00:00,2012,cat_a,62600.0,641.0,822.0,593.0,2,5,1,2012-05-01 00:00:00,962430.0,338458.0,5,2012,2963.0,578.0,2012-04-01,5,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2985.4636363636364,1,5,2043602.0,9.5
April 2012 Second Open Bidding Exercise,2012-04-18 00:00:00,2012,cat_a,64201.0,629.0,1011.0,618.0,2,4,15,2012-04-15 00:00:00,961160.0,338060.0,4,2012,2910.0,604.0,2012-03-01,4,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2972.048,15,4,2091947.0,9.5
April 2012 First Open Bidding Exercise,2012-04-04 00:00:00,2012,cat_a,58501.0,637.0,960.0,615.0,2,4,1,2012-04-01 00:00:00,961160.0,338060.0,4,2012,2910.0,604.0,2012-03-01,4,2012,5.0,2012,1,2012,2,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3001.52,1,4,2091947.0,9.5
March 2012 Second Open Bidding Exercise,2012-03-21 00:00:00,2012,cat_a,56501.0,636.0,1067.0,626.0,1,3,15,2012-03-15 00:00:00,959699.0,337550.0,3,2012,2502.0,542.0,2012-02-01,3,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2950.875,15,3,1835669.0,9.5
March 2012 First Open Bidding Exercise,2012-03-07 00:00:00,2012,cat_a,56551.0,667.0,912.0,649.0,1,3,1,2012-03-01 00:00:00,959699.0,337550.0,3,2012,2502.0,542.0,2012-02-01,3,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2989.8463636363635,1,3,1835669.0,9.5
February 2012 Second Open Bidding Exercise,2012-02-22 00:00:00,2012,cat_a,57009.0,624.0,1017.0,607.0,1,2,15,2012-02-15 00:00:00,957863.0,336938.0,2,2012,2327.0,438.0,2012-01-01,2,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2724.6033333333335,15,2,2036751.0,9.5
February 2012 First Open Bidding Exercise,2012-02-08 00:00:00,2012,cat_a,52809.0,619.0,1058.0,571.0,1,2,1,2012-02-01 00:00:00,957863.0,336938.0,2,2012,2327.0,438.0,2012-01-01,2,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2852.563,1,2,2036751.0,9.5
January 2012 Second Open Bidding Exercise,2012-01-18 00:00:00,2012,cat_a,48112.0,657.0,903.0,652.0,1,1,15,2012-01-15 00:00:00,956704.0,336515.0,1,2012,2331.0,423.0,2011-12-01,1,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2731.602,15,1,2192763.0,9.5
January 2012 First Open Bidding Exercise,2012-01-05 00:00:00,2012,cat_a,46889.0,554.0,901.0,554.0,1,1,1,2012-01-01 00:00:00,956704.0,336515.0,1,2012,2331.0,423.0,2011-12-01,1,2012,7.7,2011,4,2012,1,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2654.6,1,1,2192763.0,9.5
December 2011 Second Open Bidding Exercise,2011-12-21 00:00:00,2011,cat_a,50001.0,566.0,878.0,457.0,4,12,15,2011-12-15 00:00:00,955183.0,336120.0,12,2011,2325.0,480.0,2011-11-01,12,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2823.948888888889,15,12,1942754.0,9.3
December 2011 First Open Bidding Exercise,2011-12-07 00:00:00,2011,cat_a,52392.0,549.0,781.0,543.0,4,12,1,2011-12-01 00:00:00,955183.0,336120.0,12,2011,2325.0,480.0,2011-11-01,12,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2718.7858333333334,1,12,1942754.0,9.3
November 2011 Second Open Bidding Exercise,2011-11-23 00:00:00,2011,cat_a,54887.0,559.0,756.0,541.0,4,11,15,2011-11-15 00:00:00,953819.0,335731.0,11,2011,1964.0,445.0,2011-10-01,11,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2650.179,15,11,1887140.0,9.3
November 2011 First Open Bidding Exercise,2011-11-10 00:00:00,2011,cat_a,55997.0,548.0,766.0,547.0,4,11,1,2011-11-01 00:00:00,953819.0,335731.0,11,2011,1964.0,445.0,2011-10-01,11,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2777.024,1,11,1887140.0,9.3
October 2011 Second Open Bidding Exercise,2011-10-19 00:00:00,2011,cat_a,56112.0,565.0,873.0,554.0,4,10,15,2011-10-15 00:00:00,952009.0,335420.0,10,2011,2071.0,363.0,2011-09-01,10,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2798.42,15,10,1849324.0,9.3
October 2011 First Open Bidding Exercise,2011-10-05 00:00:00,2011,cat_a,50289.0,549.0,793.0,549.0,4,10,1,2011-10-01 00:00:00,952009.0,335420.0,10,2011,2071.0,363.0,2011-09-01,10,2011,6.3,2011,3,2011,4,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2730.7383333333332,1,10,1849324.0,9.3
September 2011 Second Open Bidding Exercise,2011-09-21 00:00:00,2011,cat_a,48006.0,548.0,951.0,531.0,3,9,15,2011-09-15 00:00:00,950198.0,334815.0,9,2011,5503.0,3780.0,2011-08-01,9,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2997.3766666666666,15,9,1882601.0,9.3
September 2011 First Open Bidding Exercise,2011-09-07 00:00:00,2011,cat_a,51000.0,548.0,794.0,547.0,3,9,1,2011-09-01 00:00:00,950198.0,334815.0,9,2011,5503.0,3780.0,2011-08-01,9,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,2791.8483333333334,1,9,1882601.0,9.3
August 2011 Second Open Bidding Exercise,2011-08-17 00:00:00,2011,cat_a,49301.0,557.0,927.0,557.0,3,8,15,2011-08-15 00:00:00,952221.0,337670.0,8,2011,3310.0,1386.0,2011-07-01,8,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3118.585,15,8,2004277.0,9.3
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_a,48801.0,566.0,1034.0,566.0,3,8,1,2011-08-01 00:00:00,952221.0,337670.0,8,2011,3310.0,1386.0,2011-07-01,8,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3148.9154545454544,1,8,2004277.0,9.3
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_a,56002.0,510.0,776.0,501.0,3,7,15,2011-07-15 00:00:00,951307.0,338067.0,7,2011,3274.0,1261.0,2011-06-01,7,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3110.415,15,7,1927832.0,9.3
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_a,55989.0,514.0,839.0,497.0,3,7,1,2011-07-01 00:00:00,951307.0,338067.0,7,2011,3274.0,1261.0,2011-06-01,7,2011,11.1,2011,2,2011,3,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3050.0825,1,7,1927832.0,9.3
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_a,50244.0,512.0,715.0,512.0,2,6,15,2011-06-15 00:00:00,949805.0,338273.0,6,2011,3666.0,1427.0,2011-05-01,6,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3137.912222222222,15,6,1868316.0,9.3
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_a,53390.0,510.0,880.0,506.0,2,6,1,2011-06-01 00:00:00,949805.0,338273.0,6,2011,3666.0,1427.0,2011-05-01,6,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3138.2509090909093,1,6,1868316.0,9.3
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_a,46989.0,523.0,760.0,521.0,2,5,15,2011-05-15 00:00:00,949394.0,338925.0,5,2011,2920.0,966.0,2011-04-01,5,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3156.657,15,5,1812308.0,9.3
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_a,44790.0,511.0,944.0,511.0,2,5,1,2011-05-01 00:00:00,949394.0,338925.0,5,2011,2920.0,966.0,2011-04-01,5,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3169.066,1,5,1812308.0,9.3
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_a,44000.0,565.0,964.0,552.0,2,4,15,2011-04-15 00:00:00,947962.0,338994.0,4,2011,4117.0,1047.0,2011-03-01,4,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3060.682,15,4,1809121.0,9.3
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_a,43212.0,512.0,813.0,511.0,2,4,1,2011-04-01 00:00:00,947962.0,338994.0,4,2011,4117.0,1047.0,2011-03-01,4,2011,12.4,2011,1,2011,2,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3017.9661538461537,1,4,1809121.0,9.3
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_a,43813.0,527.0,927.0,472.0,1,3,15,2011-03-15 00:00:00,947770.0,339022.0,3,2011,2576.0,561.0,2011-02-01,3,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3151.13,15,3,1641378.0,9.3
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_a,42600.0,532.0,875.0,530.0,1,3,1,2011-03-01 00:00:00,947770.0,339022.0,3,2011,2576.0,561.0,2011-02-01,3,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3044.545,1,3,1641378.0,9.3
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_a,42999.0,511.0,788.0,494.0,1,2,15,2011-02-15 00:00:00,947498.0,338980.0,2,2011,2923.0,707.0,2011-01-01,2,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3249.889,15,2,1833300.0,9.3
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_a,37124.0,523.0,1146.0,501.0,1,2,1,2011-02-01 00:00:00,947498.0,338980.0,2,2011,2923.0,707.0,2011-01-01,2,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3212.470909090909,1,2,1833300.0,9.3
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_a,40123.0,607.0,1091.0,606.0,1,1,15,2011-01-15 00:00:00,945829.0,338545.0,1,2011,2858.0,828.0,2010-12-01,1,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3188.328,15,1,1960366.0,9.3
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_a,38889.0,614.0,1192.0,602.0,1,1,1,2011-01-01 00:00:00,945829.0,338545.0,1,2011,2858.0,828.0,2010-12-01,1,2011,12.6,2010,4,2011,1,5076732.0,7146.0,1.8,7214.0,5000.0,8058.0,5704.0,3161.542307692308,1,1,1960366.0,9.3
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_a,46129.0,617.0,755.0,607.0,4,12,15,2010-12-15 00:00:00,944117.0,338509.0,12,2010,2929.0,829.0,2010-11-01,12,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3256.82,15,12,1804273.0,9.9
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_a,47604.0,598.0,1020.0,582.0,4,12,1,2010-12-01 00:00:00,944117.0,338509.0,12,2010,2929.0,829.0,2010-11-01,12,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3175.9945454545455,1,12,1804273.0,9.9
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_a,39000.0,597.0,833.0,577.0,4,11,15,2010-11-15 00:00:00,942861.0,338294.0,11,2010,2992.0,873.0,2010-10-01,11,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3167.072,15,11,1746190.0,9.9
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_a,34001.0,598.0,843.0,598.0,4,11,1,2010-11-01 00:00:00,942861.0,338294.0,11,2010,2992.0,873.0,2010-10-01,11,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3166.8336363636363,1,11,1746190.0,9.9
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_a,32415.0,647.0,817.0,647.0,4,10,15,2010-10-15 00:00:00,941642.0,338144.0,10,2010,2913.0,834.0,2010-09-01,10,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3021.32,15,10,1650285.0,9.9
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_a,33132.0,601.0,722.0,601.0,4,10,1,2010-10-01 00:00:00,941642.0,338144.0,10,2010,2913.0,834.0,2010-09-01,10,2010,18.8,2010,3,2010,4,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,3089.771666666667,1,10,1650285.0,9.9
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_a,30001.0,597.0,993.0,547.0,3,9,15,2010-09-15 00:00:00,940120.0,337899.0,9,2010,3217.0,916.0,2010-08-01,9,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2982.6733333333336,15,9,1685022.0,9.9
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_a,33089.0,631.0,775.0,628.0,3,9,1,2010-09-01 00:00:00,940120.0,337899.0,9,2010,3217.0,916.0,2010-08-01,9,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2933.9066666666663,1,9,1685022.0,9.9
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_a,29000.0,606.0,975.0,606.0,3,8,15,2010-08-15 00:00:00,938922.0,337608.0,8,2010,3806.0,1068.0,2010-07-01,8,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2885.876,15,8,1767444.0,9.9
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_a,32104.0,622.0,786.0,589.0,3,8,1,2010-08-01 00:00:00,938922.0,337608.0,8,2010,3806.0,1068.0,2010-07-01,8,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2963.9691666666663,1,8,1767444.0,9.9
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_a,36162.0,699.0,967.0,691.0,3,7,15,2010-07-15 00:00:00,937860.0,337298.0,7,2010,3596.0,1131.0,2010-06-01,7,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2768.1220000000003,15,7,1736874.0,9.9
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_a,29501.0,700.0,893.0,676.0,3,7,1,2010-07-01 00:00:00,937860.0,337298.0,7,2010,3596.0,1131.0,2010-06-01,7,2010,20.2,2010,2,2010,3,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2850.5483333333336,1,7,1736874.0,9.9
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_a,31510.0,699.0,902.0,697.0,2,6,15,2010-06-15 00:00:00,936311.0,336990.0,6,2010,3175.0,1006.0,2010-05-01,6,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2870.808,15,6,1688575.0,9.9
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_a,30051.0,706.0,1107.0,704.0,2,6,1,2010-06-01 00:00:00,936311.0,336990.0,6,2010,3175.0,1006.0,2010-05-01,6,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2747.009,1,6,1688575.0,9.9
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_a,27389.0,699.0,1036.0,697.0,2,5,15,2010-05-15 00:00:00,935024.0,336636.0,5,2010,3195.0,908.0,2010-04-01,5,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2975.408888888889,15,5,1584955.0,9.9
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_a,26102.0,806.0,1294.0,798.0,2,5,1,2010-05-01 00:00:00,935024.0,336636.0,5,2010,3195.0,908.0,2010-04-01,5,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2980.2683333333334,1,5,1584955.0,9.9
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_a,30000.0,706.0,1242.0,704.0,2,4,15,2010-04-15 00:00:00,933225.0,336045.0,4,2010,4357.0,1595.0,2010-03-01,4,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2817.971,15,4,1691178.0,9.9
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_a,34001.0,705.0,1379.0,597.0,2,4,1,2010-04-01 00:00:00,933225.0,336045.0,4,2010,4357.0,1595.0,2010-03-01,4,2010,14.9,2010,1,2010,2,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2903.503076923077,1,4,1691178.0,9.9
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_a,28389.0,1146.0,2183.0,1137.0,1,3,15,2010-03-15 00:00:00,931190.0,335291.0,3,2010,3400.0,1337.0,2010-02-01,3,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2733.598,15,3,1523687.0,9.9
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_a,20802.0,1148.0,1758.0,1141.0,1,3,1,2010-03-01 00:00:00,931190.0,335291.0,3,2010,3400.0,1337.0,2010-02-01,3,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2765.31875,1,3,1523687.0,9.9
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_a,20340.0,1148.0,1493.0,1148.0,1,2,15,2010-02-15 00:00:00,929277.0,334755.0,2,2010,4269.0,1743.0,2010-01-01,2,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2914.318888888889,15,2,1598416.0,9.9
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_a,19989.0,1154.0,1326.0,1153.0,1,2,1,2010-02-01 00:00:00,929277.0,334755.0,2,2010,4269.0,1743.0,2010-01-01,2,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2823.5009090909093,1,2,1598416.0,9.9
January 2010 Second Open Bidding Exercise,2010-01-20 00:00:00,2010,cat_a,20501.0,1151.0,1673.0,1149.0,1,1,15,2010-01-15 00:00:00,925518.0,332991.0,1,2010,3969.0,1480.0,2009-12-01,1,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2794.832,15,1,1845636.0,9.9
January 2010 First Open Bidding Exercise,2010-01-06 00:00:00,2010,cat_a,18502.0,1152.0,1342.0,1145.0,1,1,1,2010-01-01 00:00:00,925518.0,332991.0,1,2010,3969.0,1480.0,2009-12-01,1,2010,3.7,2009,4,2010,1,4987573.0,7025.0,3.1,6826.0,4850.0,7549.0,5398.0,2835.1,1,1,1845636.0,9.9
December 2009 Second Open Bidding Exercise,2009-12-23 00:00:00,2009,cat_a,18150.0,1150.0,1465.0,1145.0,4,12,15,2009-12-15 00:00:00,922985.0,332318.0,12,2009,3612.0,1348.0,2009-11-01,12,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2679.8059999999996,15,12,1678740.0,10.2
December 2009 First Open Bidding Exercise,2009-12-09 00:00:00,2009,cat_a,18502.0,1151.0,1658.0,1146.0,4,12,1,2009-12-01 00:00:00,922985.0,332318.0,12,2009,3612.0,1348.0,2009-11-01,12,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2767.921,1,12,1678740.0,10.2
November 2009 Second Open Bidding Exercise,2009-11-18 00:00:00,2009,cat_a,17189.0,1146.0,1261.0,1142.0,4,11,15,2009-11-15 00:00:00,920569.0,331249.0,11,2009,3832.0,1494.0,2009-10-01,11,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2645.303,15,11,1619786.0,10.2
November 2009 First Open Bidding Exercise,2009-11-04 00:00:00,2009,cat_a,16747.0,1226.0,1395.0,1222.0,4,11,1,2009-11-01 00:00:00,920569.0,331249.0,11,2009,3832.0,1494.0,2009-10-01,11,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2689.705,1,11,1619786.0,10.2
October 2009 Second Open Bidding Exercise,2009-10-21 00:00:00,2009,cat_a,18899.0,1149.0,1544.0,1149.0,4,10,15,2009-10-15 00:00:00,917714.0,329988.0,10,2009,3900.0,1492.0,2009-09-01,10,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2634.55,15,10,1485967.0,10.2
October 2009 First Open Bidding Exercise,2009-10-07 00:00:00,2009,cat_a,16201.0,1151.0,1392.0,1072.0,4,10,1,2009-10-01 00:00:00,917714.0,329988.0,10,2009,3900.0,1492.0,2009-09-01,10,2009,-0.2,2009,3,2009,4,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2663.661818181818,1,10,1485967.0,10.2
September 2009 Second Open Bidding Exercise,2009-09-24 00:00:00,2009,cat_a,15589.0,1403.0,1527.0,1400.0,3,9,15,2009-09-15 00:00:00,915093.0,328787.0,9,2009,4197.0,1624.0,2009-08-01,9,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2611.375555555556,15,9,1534162.0,10.2
